あわてます 慌てます 慌张，着急，匆忙，慌乱；惊慌失措
とうよういがく 東洋医学 东方医学，指起源于东方地区（如中国、日本等）的传统医学体系，包含针灸、中药等治疗方法。
つくえ 机 桌子；书桌
くちる 朽ちる 腐朽，腐烂；衰败，衰亡；（时光）流逝
すぎ0 杉 名词，杉树，一种常绿乔木，树干端直，树形整齐。
ざいりょう 材料 名词。指制作物品、菜肴等所使用的原料；也可比喻为写作、研究等所依据的资料。
ざいもく 材木 木材，木料
むら 村 村庄，村落；乡下，乡村
そんらく 村落 村庄；村落
つえ 杖 拐杖；手杖；依靠之物
たば 束 束，捆，把；量词，用于计量成束的物品
たばねる 束ねる 扎，束，捆；整理，整顿；集中，汇集
たばのま 束の間 刹那间，转瞬，极短的时间
そくばく 束縛 束缚，限制；约束，拘束
じょうけん 条件 名词，条件；前提
じょうやく 条約 条约；协定。
きます 来ます 来；到来；来临；将来
くる 来る 来，到来；表示时间、季节等的来临；用于比较或选择；表示数量、程度达到某一标准等
らいじょう 来場 到场，出席；来到现场
らいじょうしゃ 来場者 到场者；参加者；来访者
らいねん 来年 明年；下一年
らいしゅん 来春 名词，指明年春天
らいげつ 来月 下个月
らいしゃ 来社 来到（我方）公司；来公司上班
らいほう 来訪 来访；前来访问
らいしゅう 来週 下周；下星期
くい 杭 桩子；柱子；标桩
はい 杯 杯子；酒杯；量词，用于计量杯状容器装的东西，如一杯酒、一杯茶等
ひがし 東 东，东方；特指日本东京
とうなん 東南 东南方向；东南部
とうなんアジア 東南アジア 东南亚，指亚洲东南部地区，包括中南半岛和马来群岛两大区域
ひがしぐち 東口 东侧的出入口，通常用于车站、建筑物等，指其东侧的大门或通道口。
とうよう 東洋 东洋，东方，指亚洲东部地区；也常与西洋相对，表示具有东方特色的事物
とうざい 東西 （方向上的）东西；方向；事理；物品、货物
とうざいなんぼく 東西南北 东南西北；四面八方
まつばやし 松林 松树林
まつたけ 松茸 松蘑，松茸。一种珍贵的野生食用菌，味道鲜美，营养丰富。
いた 板 板，木板；板状物；牌子；黑板等
いたはさみ 板挟み 受夹板气，左右为难
こうぞう 构造 结构；构造；组织
まくら 枕 枕头；（书信等）枕边语；（赌博等）赌注
はやし0 林 名词，意为树林、森林；姓氏林
はたして 果たして 究竟，到底；真的，果然
はたす 果たす 完成；实现；履行；遵守（诺言、义务等）；达到（目的等）
はて 果て 边际，尽头；限度；最终，结果；因果，缘由
はてる 果てる 完毕，结束；尽头；限度；死亡
かじつ 果実 果实；成果，结果，收益
かじつしゅ 果実酒 用水果发酵制成的酒；果酒
かかん 果敢 果断的，果敢的，勇敢而有决断力的
くだもの 果物 水果，果实
えだ 枝 树枝，分枝；分支，支流；家族的分支
えだまめ 枝豆 毛豆，带枝的大豆，嫩豆荚
わく 枠 1. 边框，框子；2. 范围，界限；3. 名额，限额
からす 枯らす 使……枯萎，使……干涸，耗尽（资源、精力等）
かれます 枯れます 枯萎；凋谢；干涸；(皮肤等)干燥
かれる 枯れる 1. （植物等）枯萎，凋谢，干枯；2. （水分等）干涸，枯竭；3. （技艺、能力等）成熟，老练，精湛；4. （热情、感情等）冷却，消失，淡化
かかる 架かる 1. 架设，搭起；2. 横跨，跨越；3. 花费（时间、金钱等）；4. （责任、负担等）落在...头上
かける 架ける 1. 架，架设，搭；2. 挂，佩戴；3. 盖上，蒙上；4. 花费（时间、金钱）；5. 赌，押注；6. 提出（问题等）
かけはし 架け橋 1. 桥梁；2. （比喻）桥梁，纽带，中间人；3. （相扑）架在土俵上的桥形装饰物；4. （围棋）连接两块棋的棋子
かくう 架空 架空的，虚构的，空想的；架空，悬在空中
え 柄 1. 花纹，图案；2. 人品，品格；3. 身材，体格；4. 柄，把儿
そまる 染まる 染上；沾染，受影响（可好可坏）；（颜色等）渗入，渗透
しみ 染み 1. 污垢，污痕；2. 污点，瑕疵；3. 色斑，色素沉着；4. （情感等）深刻的印象，烙印
しみる 染みる 1. 染上，沾染（颜色、污渍等附着并渗透）；2. 刺痛，疼痛（身体局部感到刺痛或隐痛）；3. 深切感受，铭刻在心（印象、感情等深刻地留在心中）
しみこむ 染み込む 渗进，渗透，浸入；深刻领会，铭记在心
そめる 染める 1. 染色，着色；2. 使…沾染，使…带上（某种色彩、性质等）；3. （因害羞、愤怒等）使脸红，使涨红
せんしょく 染色 对纤维、织物等进行染色处理；染上颜色
やわらか 柔らか/軟らか 柔软的，柔和的，温和的，不严厉的
やわらかい 柔らかい 柔和的，柔软的，温和的，宽松的
じゅうなん 柔軟 柔软的；灵活的，随机应变的
じゅうどう 柔道 日本の伝統的な格闘技の一つで、投げ技や寝技、関節技などを用い、相手を制する武術。現代ではオリンピック種目としても認定されている。
はしら 柱 柱子，支柱；核心人物，顶梁柱
やなぎ 柳 柳树，柳属植物
さてい 査定 核定，审定，评定；评估（价格、价值等）
さしょう 査証 签证；调查证明
さかえる 栄える 繁荣，兴盛，兴旺；光荣，荣耀
えいこう 栄光 光荣，荣誉，荣耀
えいてん 栄転 高升，晋升，荣升（指职位或地位的荣耀提升）
えいよう0 栄養 营养，滋养
えいようぶん 栄養分 营养成分，养分
こうてい 校庭 学校的院子；操场
こうしゃ 校舎 学校的建筑物，校舍
こうちょう 校長 （学校的）校长，大学校长，学院院长
こうちょうせんせい 校長先生 校长先生，对校长的尊称
かぶ 株 股票；股份；树桩；株，棵（植物的单位）
かぶか 株価 股票价格，股价
かぶしき 株式 股票，股份；股权
かぶしきがいしゃ 株式会社 股份有限公司，株式会社（日本常见的公司组织形式，相当于股份有限公司）
かくへいき 核兵器 核武器，利用核裂变或核聚变反应产生巨大能量的武器
ね 根 根；根部；根源，根本；本性，天性；根据，依据
ねまわし 根回し 事先疏通，为达成目标而进行的事前准备、铺垫工作，尤其指通过私下沟通获得理解或支持
こんてい 根底 根本，基础，根源
ねづよい 根強い 根深蒂固的；顽固的；顽强的，持久的
こんじょう 根性 1. 性情，秉性，本性；2. 毅力，耐力，骨气，坚韧不拔的精神
こんきょ 根拠 根据，依据，理由，证据
こんぽん 根本 根本，根源，基础，本质
ねき 根気 耐心，毅力，持久力，韧性
かくあげ 格上げ 升级，升格，提高等级或地位
かくべつ 格別 特别，格外；与众不同；姑且不论，另当别论
かっこう 格好 名词 装束，打扮；样子，姿态，外形；合适，恰当
かくやす 格安 价格非常低的，特别便宜的，特价的
かくさ 格差 差距，差别，社会阶层或地位、收入等方面的差距
かくだん 格段 格外，特别，显著地
さいばい 栽培 栽培，种植；培养，培育
さいばいする 栽培する 栽培，种植
けた 桁 1. （建筑物的）横梁；2. （数字的）位数；3. （计算、数值的）量级
もも 桃 桃树；桃子
あん 案 1. 方案，计划，办法；2. 设想，预想，构思；3. 提案，建议；4. （对事物的）判断，意见
あんずる 案ずる 担心，挂念，忧虑；预想，预料
あんのじょう 案の定 果然，果如所料，不出所料
あんない 案内 1. 指南，指引，引导；2. 陪同游览，向导；3. 通知，告知
あんないします 案内します 带路，引路；引导，向导；介绍，推荐
あんないやく 案内役 向导，导游；向导的工作，引导的任务
あんないじょう 案内状 名 通知，请帖，邀请函（用于告知会议、聚会、活动等的时间、地点等信息的书面材料）
あんがい 案外 形容动词 没想到，出乎意料，意外地；副词 没想到，出乎意料，意外地
さくら 桜 樱花，樱树
さくらぜんせんほくじょうちゅう 桜前線北上中 惯用语 指樱花前线正在向北移动，即樱花由南向北依次开放的状态
さくらちゃ 桜茶 樱花茶，一种将樱花（通常是八重樱的腌渍花瓣）放入热水中冲泡而成的日本传统茶饮料
さくらもち 桜餅 樱花糕，樱花饼（一种日式点心，通常用糯米包裹红豆馅，外裹盐渍樱花叶）
さんばし 桟橋 码头，栈桥，（连接岸边与船的）跳板
おけ 桶 桶，木桶，水桶
うめ 梅 名词 梅花，梅树；梅子，青梅；梅酒
つゆ 梅雨 梅雨；梅雨季节（日本及中国长江中下游地区等在夏季初期出现的持续阴雨天气）
つゆあけ 梅雨明け 出梅，梅雨期结束
こずえ 梢 树梢，树尖，枝条的末端
なし 梨 梨，梨子
はしご 梯子 梯子，阶梯
こんぽう 梱包 包装，捆包，打包（将物品用箱子、袋子等整理并捆绑起来的行为或过程）
きけん 棄権 放弃权利；弃权（尤指在投票、选举等场合不参与投票或放弃表决权）
ぼう 棒 棒，棍子；条状物；（棒球）球棒；（数学）棒状图形
やきゅう 棒球 名词 棒球（一种球类运动，两队各9名选手，通过击球和跑垒得分）
とげ 棘 1. （植物等的）刺，荆棘；2. （说话、态度等的）尖酸，刻薄，带刺
たな 棚 架子，搁板，搁架
たなあげ 棚上げ 1. 搁置，暂不处理；2. （商品等）囤积不卖，囤积居奇
たなおろし 棚卸し 盘点，盘货，清查库存
むね 棟 1. 屋脊，房顶；2. 大梁，脊檩；3. （房屋的）栋，幢
もり 森 森林，树林
しんりん 森林 森林，树林
しんりんはかい 森林破壊 森林遭到破坏的现象；对森林的破坏行为
うえる 植える 种植，栽种；移植；嵌入，插入
うわる 植わる 被种植，（植物）生长，栽有（植物）
うえき 植木 栽种的树，盆栽的花木，庭园树
しょくりんかつどう 植林活動 植树活动，为了绿化、防止水土流失等目的而进行的集体植树行为
しょくみんち 植民地 殖民地，指由宗主国统治、没有政治、经济、军事和外交方面独立权利的地区
